timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-12-17T10:28:08,BrusselsEventAgent,4e673869-64a5-4063-89aa-322fd5e0a0e8,a55d4b4d-f00f-4e9b-9169-5fb2adaf5095,171.5177449000039,0.000411237298154,2.3976370397934496e-06,42.5,0.0,20.0,0.0020248504936802,0.0,0.0009528211533332,0.0029776716470134,0.0,Belgium,BEL,flanders,Windows-11-10.0.26100-SP0,3.12.0,3.2.0,16,Intel(R) Core(TM) Ultra 7 255H,3.7206,51.047,30.928524017333984,machine,N,1.0,0.0,,
2025-12-17T10:30:18,BrusselsEventAgent,87bb13eb-202b-4c70-bdff-c72ec15c8c92,a55d4b4d-f00f-4e9b-9169-5fb2adaf5095,76.1146277999942,0.0001824921590688735,2.3975964192902146e-06,42.5,0.0,20.0,0.0008985681157640203,0.0,0.00042281428388895524,0.0013213823996529755,0.0,Belgium,BEL,flanders,Windows-11-10.0.26100-SP0,3.12.0,3.2.0,16,Intel(R) Core(TM) Ultra 7 255H,3.7206,51.047,30.928524017333984,machine,N,1.0,0.0,,
